date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,sessions,total_orders,new_customers,cvr_percentage,cac_usd
2024-02-16,Google Ads,Video,E-commerce,Germany,180069,5780,0.0321,1.47,8496.6,272,31.24,74348.97,8.75,5491,272,217,4.95,39.15
2024-09-27,Meta Ads,Shopping,Fintech,USA,155354,3371,0.0217,1.27,4281.17,100,42.81,7916.95,1.85,3202,100,80,3.12,53.51
2024-05-15,Meta Ads,Shopping,Fintech,UAE,163564,1946,0.0119,0.66,1284.36,72,17.84,6787.22,5.28,1848,72,57,3.9,22.53
2024-01-11,TikTok Ads,Display,Fintech,UK,146587,5995,0.0409,1.52,9112.4,161,56.6,27684.26,3.04,5695,161,128,2.83,71.19
2024-03-29,Google Ads,Display,Healthcare,USA,79843,2427,0.0304,1.43,3470.61,127,27.33,27833.99,8.02,2305,127,101,5.51,34.36
2024-10-11,Meta Ads,Video,SaaS,Canada,128245,2949,0.023,1.59,4688.91,85,55.16,8616.72,1.84,2801,85,68,3.03,68.95
2024-09-26,Google Ads,Shopping,Fintech,Australia,161252,8046,0.0499,3.05,24540.3,550,44.62,130994.6,5.34,7643,550,440,7.2,55.77
2024-01-24,TikTok Ads,Shopping,SaaS,Germany,107262,5127,0.0478,1.24,6357.48,343,18.53,93405.13,14.69,4870,343,274,7.04,23.2
2024-05-24,Meta Ads,Video,SaaS,Germany,22139,458,0.0207,0.43,196.94,8,24.62,2367.39,12.02,435,8,6,1.84,32.82
2024-04-17,Meta Ads,Shopping,SaaS,India,30618,719,0.0235,1.27,913.13,40,22.83,6289.61,6.89,683,40,32,5.86,28.54
2024-12-12,Google Ads,Search,Healthcare,Canada,78606,3914,0.0498,1.23,4814.22,88,54.71,6101.96,1.27,3718,88,70,2.37,68.77
2024-02-22,Google Ads,Display,SaaS,Germany,31885,1613,0.0506,1.01,1629.13,67,24.32,19023.45,11.68,1532,67,53,4.37,30.74
2024-08-18,TikTok Ads,Shopping,EdTech,Canada,11713,334,0.0286,1.46,487.64,13,37.51,2344.33,4.81,317,13,10,4.1,48.76
2024-04-04,Meta Ads,Shopping,E-commerce,UK,26637,479,0.018,0.83,397.57,35,11.36,1488.52,3.74,455,35,28,7.69,14.2
2024-07-30,Google Ads,Display,EdTech,India,44387,1886,0.0425,2.81,5299.66,112,47.32,16115.2,3.04,1791,112,89,6.25,59.55
2024-01-03,Meta Ads,Search,E-commerce,UK,91392,2705,0.0296,2.04,5518.2,87,63.43,12147.08,2.2,2569,87,69,3.39,79.97
2024-09-24,TikTok Ads,Search,EdTech,UK,31727,2233,0.0704,0.46,1027.18,74,13.88,9946.57,9.68,2121,74,59,3.49,17.41
2024-08-23,Meta Ads,Shopping,SaaS,Germany,154676,1624,0.0105,1.69,2744.56,26,105.56,1813.36,0.66,1542,26,20,1.69,137.23
2024-08-14,Meta Ads,Shopping,E-commerce,UK,122710,5129,0.0418,1.02,5231.58,157,33.32,24344.87,4.65,4872,157,125,3.22,41.85
2024-12-22,TikTok Ads,Search,EdTech,Canada,194117,16422,0.0846,1.33,21841.26,1133,19.28,121361.12,5.56,15600,1133,906,7.26,24.11
2024-02-03,TikTok Ads,Shopping,Healthcare,Australia,23043,1534,0.0666,1.36,2086.24,119,17.53,6284.67,3.01,1457,119,95,8.17,21.96
2024-02-23,Google Ads,Search,Fintech,USA,21198,703,0.0332,1.96,1377.88,28,49.21,6226.83,4.52,667,28,22,4.2,62.63
2024-06-20,Meta Ads,Display,Healthcare,India,132208,3133,0.0237,1.57,4918.81,183,26.88,53669.78,10.91,2976,183,146,6.15,33.69
2024-02-16,Meta Ads,Shopping,Fintech,India,19040,784,0.0412,1.93,1513.12,39,38.8,5591.9,3.7,744,39,31,5.24,48.81
2024-03-15,Google Ads,Display,Healthcare,India,157270,5535,0.0352,1.0,5535.0,356,15.55,86412.59,15.61,5258,356,284,6.77,19.49
2024-01-07,Google Ads,Video,E-commerce,UK,33433,1698,0.0508,2.93,4975.14,60,82.92,4216.81,0.85,1613,60,48,3.72,103.65
2024-03-27,Meta Ads,Video,Fintech,Germany,94786,2682,0.0283,1.5,4023.0,155,25.95,6510.51,1.62,2547,155,124,6.09,32.44
2024-04-25,Meta Ads,Display,E-commerce,Australia,144895,2158,0.0149,1.92,4143.36,151,27.44,25541.81,6.16,2050,151,120,7.37,34.53
2024-12-10,Meta Ads,Display,Fintech,Germany,57996,1705,0.0294,2.04,3478.2,127,27.39,26935.06,7.74,1619,127,101,7.84,34.44
2024-09-02,Google Ads,Shopping,Healthcare,Canada,154631,4793,0.031,3.14,15050.02,155,97.1,15403.3,1.02,4553,155,124,3.4,121.37
2024-02-28,Meta Ads,Video,SaaS,Germany,56209,1405,0.025,2.39,3357.95,94,35.72,20195.05,6.01,1334,94,75,7.05,44.77
2024-07-06,TikTok Ads,Video,SaaS,Canada,187411,15667,0.0836,0.43,6736.81,996,6.76,51799.95,7.69,14883,996,796,6.69,8.46
2024-09-10,Google Ads,Video,Fintech,India,46583,2319,0.0498,2.76,6400.44,50,128.01,11413.39,1.78,2203,50,40,2.27,160.01
2024-03-09,Meta Ads,Display,E-commerce,Canada,17438,371,0.0213,1.63,604.73,19,31.83,902.7,1.49,352,19,15,5.4,40.32
2024-03-11,Google Ads,Video,SaaS,UAE,122784,6237,0.0508,2.69,16777.53,134,125.21,15407.61,0.92,5925,134,107,2.26,156.8
2024-09-08,Meta Ads,Shopping,EdTech,Germany,151730,2063,0.0136,0.74,1526.62,32,47.71,6146.93,4.03,1959,32,25,1.63,61.06
2024-08-20,Google Ads,Search,Fintech,India,83498,3531,0.0423,1.03,3636.93,234,15.54,36561.1,10.05,3354,234,187,6.98,19.45
2024-10-21,TikTok Ads,Shopping,Fintech,UK,194060,11721,0.0604,1.73,20277.33,504,40.23,76238.77,3.76,11134,504,403,4.53,50.32
2024-03-17,Google Ads,Shopping,E-commerce,Germany,30118,951,0.0316,3.28,3119.28,30,103.98,2408.76,0.77,903,30,24,3.32,129.97
2024-03-05,Meta Ads,Search,Healthcare,USA,88904,1724,0.0194,1.0,1724.0,59,29.22,8894.16,5.16,1637,59,47,3.6,36.68
2024-12-18,Google Ads,Display,Healthcare,Australia,119911,4592,0.0383,2.83,12995.36,163,79.73,24856.01,1.91,4362,163,130,3.74,99.96
2024-05-22,Meta Ads,Search,EdTech,UK,184702,5134,0.0278,2.01,10319.34,70,147.42,16883.49,1.64,4877,70,56,1.44,184.27
2024-04-11,Meta Ads,Video,Fintech,USA,5209,198,0.0381,0.7,138.6,3,46.2,490.6,3.54,188,3,2,1.6,69.3
2024-06-19,Meta Ads,Display,E-commerce,India,88717,816,0.0092,1.87,1525.92,46,33.17,4879.02,3.2,775,46,36,5.94,42.39
2024-08-06,Google Ads,Shopping,E-commerce,India,146788,6003,0.0409,2.42,14527.26,476,30.52,104420.05,7.19,5702,476,380,8.35,38.23
2024-01-30,Google Ads,Video,SaaS,Australia,89052,2591,0.0291,3.66,9483.06,190,49.91,12653.72,1.33,2461,190,152,7.72,62.39
2024-10-29,Google Ads,Shopping,E-commerce,Germany,46971,2437,0.0519,2.04,4971.48,141,35.26,14817.7,2.98,2315,141,112,6.09,44.39
2024-09-26,Meta Ads,Shopping,E-commerce,UK,185419,7750,0.0418,1.38,10695.0,400,26.74,13470.33,1.26,7362,400,320,5.43,33.42
2024-06-27,Google Ads,Display,EdTech,UAE,36391,1684,0.0463,3.59,6045.56,18,335.86,4868.51,0.81,1599,18,14,1.13,431.83
2024-04-03,Google Ads,Display,EdTech,India,169575,3730,0.022,2.71,10108.3,284,35.59,8952.89,0.89,3543,284,227,8.02,44.53
2024-07-24,Google Ads,Video,E-commerce,UK,146656,5719,0.039,1.75,10008.25,357,28.03,62250.35,6.22,5433,357,285,6.57,35.12
2024-05-25,Google Ads,Display,Fintech,Germany,116972,6269,0.0536,2.83,17741.27,83,213.75,8852.61,0.5,5955,83,66,1.39,268.81
2024-11-17,Meta Ads,Search,SaaS,Canada,45664,516,0.0113,1.67,861.72,34,25.34,7132.56,8.28,490,34,27,6.94,31.92
2024-12-15,Meta Ads,Shopping,SaaS,UK,125759,2804,0.0223,1.75,4907.0,164,29.92,46752.65,9.53,2663,164,131,6.16,37.46
2024-03-24,Google Ads,Shopping,EdTech,UAE,26529,1106,0.0417,1.78,1968.68,78,25.24,2995.39,1.52,1050,78,62,7.43,31.75
2024-12-13,TikTok Ads,Shopping,EdTech,India,114863,5766,0.0502,1.63,9398.58,89,105.6,22499.92,2.39,5477,89,71,1.62,132.37
2024-10-24,Meta Ads,Display,Healthcare,USA,171353,5534,0.0323,1.86,10293.24,221,46.58,52725.19,5.12,5257,221,176,4.2,58.48
2024-12-22,Meta Ads,Shopping,EdTech,UK,49522,1554,0.0314,1.71,2657.34,23,115.54,1909.73,0.72,1476,23,18,1.56,147.63
2024-05-03,Google Ads,Search,Healthcare,India,136135,7936,0.0583,1.36,10792.96,406,26.58,40442.85,3.75,7539,406,324,5.39,33.31
2024-05-11,Meta Ads,Video,Healthcare,UK,172108,6109,0.0355,2.28,13928.52,435,32.02,13163.33,0.95,5803,435,348,7.5,40.02
2024-10-24,TikTok Ads,Video,EdTech,India,193151,12168,0.063,1.13,13749.84,612,22.47,109401.0,7.96,11559,612,489,5.29,28.12
2024-06-21,TikTok Ads,Display,EdTech,Canada,102519,4285,0.0418,1.2,5142.0,137,37.53,26733.75,5.2,4070,137,109,3.37,47.17
2024-09-06,Google Ads,Shopping,Healthcare,Germany,36092,1050,0.0291,3.68,3864.0,34,113.65,1685.69,0.44,997,34,27,3.41,143.11
2024-09-01,TikTok Ads,Video,EdTech,Australia,6628,261,0.0395,1.28,334.08,11,30.37,2224.48,6.66,247,11,8,4.45,41.76
2024-03-23,Meta Ads,Video,SaaS,UK,28593,694,0.0243,1.58,1096.52,7,156.65,2098.0,1.91,659,7,5,1.06,219.3
2024-06-03,Meta Ads,Search,EdTech,Germany,186845,4204,0.0225,1.81,7609.24,275,27.67,24004.25,3.15,3993,275,220,6.89,34.59
2024-08-14,Meta Ads,Search,Fintech,USA,25930,609,0.0235,0.55,334.95,7,47.85,509.29,1.52,578,7,5,1.21,66.99
2024-10-26,Google Ads,Display,Fintech,UAE,114914,3803,0.0331,2.69,10230.07,224,45.67,67007.76,6.55,3612,224,179,6.2,57.15
2024-09-27,Google Ads,Display,EdTech,Australia,34652,866,0.025,1.57,1359.62,43,31.62,2728.57,2.01,822,43,34,5.23,39.99
2024-02-21,Google Ads,Display,EdTech,India,136585,5668,0.0415,2.89,16380.52,120,136.5,20065.19,1.22,5384,120,96,2.23,170.63
2024-11-23,Google Ads,Display,Healthcare,Canada,192822,6228,0.0323,3.35,20863.8,87,239.81,18207.05,0.87,5916,87,69,1.47,302.37
2024-12-30,Google Ads,Search,Healthcare,UK,63738,1306,0.0205,0.93,1214.58,87,13.96,16951.52,13.96,1240,87,69,7.02,17.6
2024-02-28,Google Ads,Search,Fintech,India,28267,1769,0.0626,2.59,4581.71,33,138.84,1968.12,0.43,1680,33,26,1.96,176.22
2024-04-04,Meta Ads,Display,Fintech,Australia,42606,1495,0.0351,0.77,1151.15,96,11.99,14890.27,12.94,1420,96,76,6.76,15.15
2024-01-22,TikTok Ads,Display,Healthcare,Canada,120409,8356,0.0694,0.96,8021.76,663,12.1,50787.7,6.33,7938,663,530,8.35,15.14
2024-05-04,TikTok Ads,Display,EdTech,Germany,120210,6455,0.0537,1.78,11489.9,289,39.76,23286.47,2.03,6132,289,231,4.71,49.74
2024-08-07,Meta Ads,Search,Healthcare,UAE,96360,3247,0.0337,0.43,1396.21,211,6.62,50567.51,36.22,3084,211,168,6.84,8.31
2024-04-22,TikTok Ads,Shopping,EdTech,Canada,186006,9002,0.0484,1.52,13683.04,266,51.44,31194.26,2.28,8551,266,212,3.11,64.54
2024-10-14,Google Ads,Shopping,E-commerce,Germany,34036,2086,0.0613,3.45,7196.7,110,65.42,21503.08,2.99,1981,110,88,5.55,81.78
2024-02-10,TikTok Ads,Shopping,SaaS,USA,116709,6640,0.0569,1.97,13080.8,304,43.03,83458.18,6.38,6308,304,243,4.82,53.83
2024-06-05,Meta Ads,Shopping,EdTech,UK,98276,2368,0.0241,1.41,3338.88,115,29.03,21637.86,6.48,2249,115,92,5.11,36.29
2024-09-19,Google Ads,Shopping,EdTech,UK,162353,3977,0.0245,1.45,5766.65,57,101.17,15175.48,2.63,3778,57,45,1.51,128.15
2024-12-05,Meta Ads,Search,SaaS,UK,129790,5697,0.0439,0.52,2962.44,223,13.28,58627.34,19.79,5412,223,178,4.12,16.64
2024-12-18,Google Ads,Video,Healthcare,India,184982,4772,0.0258,3.08,14697.76,141,104.24,26098.46,1.78,4533,141,112,3.11,131.23
2024-08-16,Google Ads,Search,Fintech,UK,166673,4733,0.0284,0.84,3975.72,336,11.83,98987.51,24.9,4496,336,268,7.47,14.83
2024-06-05,Google Ads,Video,EdTech,UAE,109148,3951,0.0362,1.79,7072.29,249,28.4,56329.34,7.96,3753,249,199,6.63,35.54
2024-12-26,Google Ads,Video,EdTech,USA,173700,7208,0.0415,2.29,16506.32,178,92.73,32171.36,1.95,6847,178,142,2.6,116.24
2024-04-27,Meta Ads,Video,EdTech,UAE,173001,3477,0.0201,0.95,3303.15,51,64.77,11186.61,3.39,3303,51,40,1.54,82.58
2024-01-29,Meta Ads,Search,Fintech,UK,56534,1079,0.0191,0.6,647.4,27,23.98,4508.39,6.96,1025,27,21,2.63,30.83
2024-12-15,Google Ads,Search,Healthcare,Australia,58520,3604,0.0616,1.48,5333.92,265,20.13,78186.23,14.66,3423,265,212,7.74,25.16
2024-09-10,Google Ads,Video,Healthcare,Canada,111071,2865,0.0258,2.83,8107.95,39,207.9,8971.28,1.11,2721,39,31,1.43,261.55
2024-04-08,Google Ads,Shopping,SaaS,India,153750,4920,0.032,2.98,14661.6,117,125.31,30000.6,2.05,4674,117,93,2.5,157.65
2024-05-02,Meta Ads,Display,SaaS,USA,108717,1435,0.0132,1.75,2511.25,108,23.25,22074.54,8.79,1363,108,86,7.92,29.2
2024-06-13,Google Ads,Shopping,E-commerce,India,141455,2673,0.0189,2.82,7537.86,122,61.79,19810.32,2.63,2539,122,97,4.81,77.71
2024-12-04,Meta Ads,Search,Healthcare,USA,158742,5778,0.0364,2.17,12538.26,388,32.32,68610.11,5.47,5489,388,310,7.07,40.45
2024-04-26,Meta Ads,Search,E-commerce,Germany,26845,528,0.0197,2.08,1098.24,11,99.84,1590.52,1.45,501,11,8,2.2,137.28
2024-10-05,Google Ads,Video,Fintech,USA,92332,5336,0.0578,0.94,5015.84,213,23.55,39347.29,7.84,5069,213,170,4.2,29.5
2024-09-05,Google Ads,Search,E-commerce,India,90953,4365,0.048,3.04,13269.6,73,181.78,19836.75,1.49,4146,73,58,1.76,228.79
2024-09-26,Meta Ads,Shopping,SaaS,Canada,15047,368,0.0245,1.06,390.08,27,14.45,6244.19,16.01,349,27,21,7.74,18.58
2024-04-12,Google Ads,Search,Healthcare,UAE,57632,1256,0.0218,1.75,2198.0,20,109.9,1647.61,0.75,1193,20,16,1.68,137.38
2024-10-28,TikTok Ads,Shopping,EdTech,UAE,193568,12659,0.0654,1.24,15697.16,366,42.89,17585.84,1.12,12026,366,292,3.04,53.76
2024-05-21,Google Ads,Video,SaaS,Germany,30343,743,0.0245,3.05,2266.15,39,58.11,7450.31,3.29,705,39,31,5.53,73.1
2024-08-23,Meta Ads,Display,SaaS,Germany,6903,225,0.0326,1.92,432.0,7,61.71,513.46,1.19,213,7,5,3.29,86.4
2024-02-18,TikTok Ads,Display,SaaS,USA,194291,9248,0.0476,1.08,9987.84,669,14.93,34771.85,3.48,8785,669,535,7.62,18.67
2024-08-09,Meta Ads,Shopping,Healthcare,India,25704,616,0.024,1.0,616.0,18,34.22,2381.36,3.87,585,18,14,3.08,44.0
2024-05-31,Google Ads,Display,Healthcare,Germany,18696,327,0.0175,2.61,853.47,8,106.68,1284.99,1.51,310,8,6,2.58,142.24
2024-02-16,Meta Ads,Video,EdTech,UK,165408,1670,0.0101,1.3,2171.0,80,27.14,9561.0,4.4,1586,80,64,5.04,33.92
2024-04-14,Google Ads,Search,E-commerce,Australia,191372,11711,0.0612,2.48,29043.28,335,86.7,75028.42,2.58,11125,335,268,3.01,108.37
2024-09-06,Meta Ads,Display,EdTech,USA,71247,1888,0.0265,0.47,887.36,57,15.57,9045.86,10.19,1793,57,45,3.18,19.72
2024-04-11,TikTok Ads,Search,Fintech,UAE,132294,7527,0.0569,0.9,6774.3,262,25.86,50030.33,7.39,7150,262,209,3.66,32.41
2024-12-29,TikTok Ads,Display,E-commerce,Germany,66086,3317,0.0502,0.33,1094.61,206,5.31,51119.73,46.7,3151,206,164,6.54,6.67
2024-12-23,Google Ads,Search,Healthcare,UK,186232,9292,0.0499,2.4,22300.8,265,84.15,67766.02,3.04,8827,265,212,3.0,105.19
2024-11-01,TikTok Ads,Shopping,Healthcare,India,145225,5562,0.0383,0.84,4672.08,378,12.36,102053.93,21.84,5283,378,302,7.16,15.47
2024-05-27,Google Ads,Search,SaaS,Germany,15470,529,0.0342,1.2,634.8,5,126.96,1223.76,1.93,502,5,4,1.0,158.7
2024-04-05,Google Ads,Display,Healthcare,Australia,91814,2607,0.0284,2.48,6465.36,129,50.12,25405.84,3.93,2476,129,103,5.21,62.77
2024-03-24,Google Ads,Display,EdTech,Australia,96087,3238,0.0337,3.04,9843.52,45,218.74,7783.0,0.79,3076,45,36,1.46,273.43
2024-03-12,Google Ads,Shopping,Fintech,Germany,92943,5037,0.0542,2.26,11383.62,232,49.07,64994.16,5.71,4785,232,185,4.85,61.53
2024-04-10,Meta Ads,Display,SaaS,India,36411,873,0.024,2.03,1772.19,47,37.71,13565.96,7.65,829,47,37,5.67,47.9
2024-08-17,Meta Ads,Video,EdTech,USA,145170,4688,0.0323,1.75,8204.0,106,77.4,30413.14,3.71,4453,106,84,2.38,97.67
2024-03-25,Google Ads,Video,E-commerce,Germany,146428,2796,0.0191,2.24,6263.04,164,38.19,33829.22,5.4,2656,164,131,6.17,47.81
2024-08-28,Google Ads,Search,Fintech,Germany,151772,6237,0.0411,1.02,6361.74,302,21.07,77929.21,12.25,5925,302,241,5.1,26.4
2024-01-19,TikTok Ads,Search,E-commerce,USA,179561,8600,0.0479,1.44,12384.0,212,58.42,34386.07,2.78,8170,212,169,2.59,73.28
2024-09-11,Google Ads,Search,EdTech,UAE,100381,5691,0.0567,0.83,4723.53,321,14.72,58283.85,12.34,5406,321,256,5.94,18.45
2024-12-23,TikTok Ads,Display,E-commerce,India,180552,6030,0.0334,1.7,10251.0,383,26.77,23539.41,2.3,5728,383,306,6.69,33.5
2024-07-03,TikTok Ads,Display,EdTech,USA,163328,4981,0.0305,1.21,6027.01,142,42.44,21158.33,3.51,4731,142,113,3.0,53.34
2024-06-03,TikTok Ads,Display,EdTech,USA,93635,4363,0.0466,1.36,5933.68,117,50.72,29999.39,5.06,4144,117,93,2.82,63.8
2024-12-29,Google Ads,Display,SaaS,UAE,133526,4633,0.0347,3.07,14223.31,340,41.83,62193.85,4.37,4401,340,272,7.73,52.29
2024-02-06,TikTok Ads,Video,E-commerce,Canada,48475,3160,0.0652,0.76,2401.6,124,19.37,19990.89,8.32,3002,124,99,4.13,24.26
2024-11-13,TikTok Ads,Video,Fintech,India,195722,12624,0.0645,2.01,25374.24,755,33.61,129016.77,5.08,11992,755,604,6.3,42.01
2024-05-04,Google Ads,Search,Healthcare,UK,106277,6961,0.0655,2.96,20604.56,180,114.47,42397.44,2.06,6612,180,144,2.72,143.09
2024-01-22,Google Ads,Shopping,Fintech,Australia,153953,5095,0.0331,2.86,14571.7,110,132.47,30634.7,2.1,4840,110,88,2.27,165.59
2024-09-07,Meta Ads,Video,Healthcare,Germany,142135,2387,0.0168,1.92,4583.04,98,46.77,25385.35,5.54,2267,98,78,4.32,58.76
2024-11-25,Google Ads,Shopping,EdTech,Canada,107891,3733,0.0346,2.31,8623.23,148,58.27,15202.91,1.76,3546,148,118,4.17,73.08
2024-03-20,TikTok Ads,Video,SaaS,USA,191380,8171,0.0427,0.5,4085.5,572,7.14,155778.92,38.13,7762,572,457,7.37,8.94
2024-08-11,Meta Ads,Search,Healthcare,UK,123372,3355,0.0272,2.3,7716.5,224,34.45,57352.38,7.43,3187,224,179,7.03,43.11
2024-12-24,Google Ads,Search,E-commerce,UAE,104464,4314,0.0413,2.26,9749.64,82,118.9,10226.11,1.05,4098,82,65,2.0,149.99
2024-06-03,Google Ads,Video,SaaS,UK,113502,2235,0.0197,1.21,2704.35,34,79.54,6126.9,2.27,2123,34,27,1.6,100.16
2024-09-09,Google Ads,Shopping,Healthcare,Australia,95196,3170,0.0333,1.05,3328.5,170,19.58,13047.52,3.92,3011,170,136,5.65,24.47
2024-01-27,Google Ads,Display,Healthcare,UK,86362,2547,0.0295,1.41,3591.27,164,21.9,33307.3,9.27,2419,164,131,6.78,27.41
2024-06-28,Google Ads,Search,E-commerce,USA,78532,4735,0.0603,2.82,13352.7,310,43.07,45765.16,3.43,4498,310,248,6.89,53.84
2024-03-19,Google Ads,Shopping,Healthcare,Canada,184081,5135,0.0279,2.18,11194.3,96,116.61,24545.05,2.19,4878,96,76,1.97,147.29
2024-01-28,Meta Ads,Display,Healthcare,Canada,93966,2104,0.0224,0.97,2040.88,157,13.0,6975.9,3.42,1998,157,125,7.86,16.33
2024-07-23,Google Ads,Video,SaaS,UAE,28667,1338,0.0467,2.9,3880.2,24,161.67,3421.56,0.88,1271,24,19,1.89,204.22
2024-01-21,Google Ads,Display,Healthcare,Australia,154239,7465,0.0484,3.2,23888.0,484,49.36,25632.04,1.07,7091,484,387,6.83,61.73
2024-04-05,Meta Ads,Video,Fintech,UAE,103576,1263,0.0122,0.47,593.61,22,26.98,5190.25,8.74,1199,22,17,1.83,34.92
2024-09-25,TikTok Ads,Video,EdTech,India,111154,5124,0.0461,0.89,4560.36,368,12.39,82164.4,18.02,4867,368,294,7.56,15.51
2024-10-28,Google Ads,Search,E-commerce,USA,104456,6403,0.0613,2.11,13510.33,440,30.71,111130.68,8.23,6082,440,352,7.23,38.38
2024-10-12,Meta Ads,Display,SaaS,UAE,173307,3292,0.019,1.03,3390.76,74,45.82,21574.44,6.36,3127,74,59,2.37,57.47
2024-03-10,Google Ads,Display,Fintech,Australia,197459,5667,0.0287,3.56,20174.52,105,192.14,17723.39,0.88,5383,105,84,1.95,240.17
2024-09-01,TikTok Ads,Video,EdTech,UK,154676,5970,0.0386,1.09,6507.3,107,60.82,14099.39,2.17,5671,107,85,1.89,76.56
2024-04-24,Meta Ads,Video,Fintech,India,138528,3698,0.0267,2.27,8394.46,264,31.8,34788.99,4.14,3513,264,211,7.51,39.78
2024-08-01,Google Ads,Display,SaaS,Canada,188490,6879,0.0365,2.84,19536.36,279,70.02,18268.77,0.94,6535,279,223,4.27,87.61
2024-09-21,TikTok Ads,Display,SaaS,USA,155929,6408,0.0411,0.97,6215.76,481,12.92,51123.92,8.22,6087,481,384,7.9,16.19
2024-05-31,Google Ads,Display,EdTech,Canada,177220,4607,0.026,2.32,10688.24,114,93.76,9297.03,0.87,4376,114,91,2.61,117.45
2024-10-10,Meta Ads,Video,E-commerce,Canada,188552,6373,0.0338,0.65,4142.45,129,32.11,8973.49,2.17,6054,129,103,2.13,40.22
2024-09-15,Google Ads,Video,E-commerce,Canada,136460,4462,0.0327,0.88,3926.56,322,12.19,59937.98,15.26,4238,322,257,7.6,15.28
2024-10-07,TikTok Ads,Display,Healthcare,Canada,124614,4573,0.0367,0.29,1326.17,240,5.53,46988.2,35.43,4344,240,192,5.52,6.91
2024-04-15,Meta Ads,Video,SaaS,India,28359,612,0.0216,0.75,459.0,30,15.3,6591.07,14.36,581,30,24,5.16,19.12
2024-06-28,Meta Ads,Search,E-commerce,USA,81759,1316,0.0161,0.9,1184.4,46,25.75,6171.89,5.21,1250,46,36,3.68,32.9
2024-04-05,Meta Ads,Video,E-commerce,Germany,131230,2139,0.0163,2.23,4769.97,105,45.43,24738.73,5.19,2032,105,84,5.17,56.79
2024-06-01,TikTok Ads,Search,E-commerce,Canada,49659,2413,0.0486,1.45,3498.85,191,18.32,38157.72,10.91,2292,191,152,8.33,23.02
2024-02-07,TikTok Ads,Display,Fintech,Germany,103029,6830,0.0663,0.52,3551.6,148,24.0,14545.74,4.1,6488,148,118,2.28,30.1
2024-06-01,TikTok Ads,Shopping,Healthcare,Canada,52368,3351,0.064,0.61,2044.11,117,17.47,12829.28,6.28,3183,117,93,3.68,21.98
2024-06-15,TikTok Ads,Video,EdTech,Canada,144585,8357,0.0578,0.52,4345.64,412,10.55,78373.31,18.03,7939,412,329,5.19,13.21
2024-03-22,TikTok Ads,Shopping,Fintech,UK,40308,3853,0.0956,1.09,4199.77,291,14.43,33059.93,7.87,3660,291,232,7.95,18.1
2024-08-08,TikTok Ads,Search,E-commerce,Germany,43635,2469,0.0566,1.21,2987.49,133,22.46,19667.27,6.58,2345,133,106,5.67,28.18
2024-08-08,Meta Ads,Search,EdTech,India,164074,6152,0.0375,0.95,5844.4,360,16.23,47241.24,8.08,5844,360,288,6.16,20.29
2024-08-13,Meta Ads,Shopping,Healthcare,Canada,107300,2693,0.0251,0.57,1535.01,153,10.03,18121.16,11.81,2558,153,122,5.98,12.58
2024-11-04,Meta Ads,Display,EdTech,India,177443,4400,0.0248,2.17,9548.0,231,41.33,43094.26,4.51,4180,231,184,5.53,51.89
2024-04-20,TikTok Ads,Shopping,EdTech,UAE,141268,7402,0.0524,1.24,9178.48,335,27.4,31326.97,3.41,7031,335,268,4.76,34.25
2024-05-26,TikTok Ads,Display,EdTech,Germany,145631,4194,0.0288,0.84,3522.96,59,59.71,15427.34,4.38,3984,59,47,1.48,74.96
2024-11-22,TikTok Ads,Search,EdTech,Canada,191041,7393,0.0387,0.53,3918.29,446,8.79,15789.02,4.03,7023,446,356,6.35,11.01
2024-11-13,TikTok Ads,Video,Healthcare,UK,72145,3058,0.0424,0.77,2354.66,78,30.19,7543.67,3.2,2905,78,62,2.69,37.98
2024-03-04,Meta Ads,Video,SaaS,UAE,113447,1826,0.0161,1.73,3158.98,24,131.62,4477.79,1.42,1734,24,19,1.38,166.26
2024-12-12,TikTok Ads,Search,Healthcare,India,195512,8328,0.0426,1.63,13574.64,198,68.56,14486.58,1.07,7911,198,158,2.5,85.92
2024-06-19,Meta Ads,Search,SaaS,USA,149446,6456,0.0432,2.19,14138.64,397,35.61,118768.88,8.4,6133,397,317,6.47,44.6
2024-09-03,TikTok Ads,Video,SaaS,Germany,154307,9212,0.0597,1.3,11975.6,700,17.11,61706.24,5.15,8751,700,560,8.0,21.38
2024-11-26,Meta Ads,Display,Healthcare,India,149675,3143,0.021,1.55,4871.65,147,33.14,33184.47,6.81,2985,147,117,4.92,41.64
2024-04-05,TikTok Ads,Shopping,Healthcare,UAE,184065,6350,0.0345,1.34,8509.0,273,31.17,39093.51,4.59,6032,273,218,4.53,39.03
2024-10-04,TikTok Ads,Search,EdTech,Germany,64484,2966,0.046,1.25,3707.5,227,16.33,27232.61,7.35,2817,227,181,8.06,20.48
2024-07-28,Meta Ads,Video,EdTech,UAE,148088,4561,0.0308,1.36,6202.96,173,35.86,48056.97,7.75,4332,173,138,3.99,44.95
2024-09-09,Google Ads,Display,SaaS,India,28068,990,0.0353,1.01,999.9,28,35.71,5661.1,5.66,940,28,22,2.98,45.45
2024-03-23,TikTok Ads,Search,Healthcare,USA,131385,6910,0.0526,0.34,2349.4,206,11.4,6729.96,2.86,6564,206,164,3.14,14.33
2024-05-16,TikTok Ads,Search,EdTech,UAE,77882,3029,0.0389,0.47,1423.63,228,6.24,44433.62,31.21,2877,228,182,7.92,7.82
